episode,return,steps,reached,avg_loss,eps,moving_avg_return,moving_avg_reached_rate,buffer_size
72,397.3851,66,1,5.807191,0.3232,330.2662,1.0000,2866
73,551.5120,88,1,5.719355,0.3222,345.1033,1.0000,2954
74,403.9858,51,1,5.609047,0.3212,348.1682,1.0000,3005
75,320.2200,24,1,5.744919,0.3203,346.0213,1.0000,3029
76,254.6460,11,1,5.699197,0.3193,339.9367,1.0000,3040
77,544.4160,78,1,5.777609,0.3183,342.7882,1.0000,3118
78,304.4903,15,1,5.921884,0.3174,346.7476,1.0000,3133
79,256.9297,8,1,6.257780,0.3164,348.1958,1.0000,3141
80,390.9505,36,1,5.780482,0.3155,355.4129,1.0000,3177
81,273.0943,18,1,5.553772,0.3145,354.9747,1.0000,3195
82,704.4258,134,1,5.777212,0.3136,375.8000,1.0000,3329
83,243.5267,11,1,5.994956,0.3127,374.0275,1.0000,3340
84,223.7345,3,1,5.543274,0.3117,372.7896,1.0000,3343
85,276.2549,10,1,5.906234,0.3108,365.0178,1.0000,3353
86,328.2919,24,1,5.467811,0.3098,360.0250,1.0000,3377
87,340.2676,41,1,5.655416,0.3089,362.2765,1.0000,3418
88,405.1567,40,1,5.706970,0.3080,361.1837,1.0000,3458
89,498.8153,74,1,5.696501,0.3071,371.8197,1.0000,3532
90,426.4667,47,1,5.652836,0.3061,374.6586,1.0000,3579
91,419.0095,52,1,5.713776,0.3052,378.1790,1.0000,3631
92,266.4904,20,1,5.601307,0.3043,371.6342,1.0000,3651
93,339.3355,19,1,5.545434,0.3034,361.0254,1.0000,3670
94,394.9912,47,1,5.616618,0.3025,360.5757,1.0000,3717
95,379.0321,43,1,5.640285,0.3016,363.5163,1.0000,3760
96,368.9470,24,1,5.605112,0.3007,369.2313,1.0000,3784
97,496.1744,92,1,5.734861,0.2998,366.8192,1.0000,3876
98,399.7139,50,1,5.692978,0.2989,371.5804,1.0000,3926
99,433.5966,54,1,5.681943,0.2980,380.4138,1.0000,3980
100,435.3483,58,1,5.598721,0.2971,382.6337,1.0000,4038
101,305.7906,18,1,5.657612,0.2962,384.2685,1.0000,4056
102,273.7521,14,1,5.702936,0.2953,362.7348,1.0000,4070
103,456.1054,50,1,5.624099,0.2944,373.3637,1.0000,4120
104,342.5511,31,1,5.502048,0.2935,379.3046,1.0000,4151
105,376.5276,34,1,5.625881,0.2927,384.3182,1.0000,4185
106,340.8973,22,1,5.678343,0.2918,384.9485,1.0000,4207
107,248.2505,11,1,5.853802,0.2909,380.3476,1.0000,4218
108,299.0968,23,1,5.872629,0.2900,375.0446,1.0000,4241
109,401.1725,48,1,5.934412,0.2892,370.1625,1.0000,4289
110,301.8704,17,1,5.978001,0.2883,363.9327,1.0000,4306
111,483.7458,57,1,5.851331,0.2874,367.1695,1.0000,4363
112,388.3289,39,1,5.746429,0.2866,373.2614,1.0000,4402
113,390.1487,67,1,5.883398,0.2857,375.8021,1.0000,4469
114,408.1885,47,1,5.791918,0.2848,376.4619,1.0000,4516
115,484.2437,73,1,5.674913,0.2840,381.7225,1.0000,4589
116,379.0628,54,1,5.835348,0.2831,382.2283,1.0000,4643
117,415.8312,79,1,5.801229,0.2823,378.2111,1.0000,4722
118,513.1994,66,1,5.842820,0.2814,383.8854,1.0000,4788
119,273.0855,15,1,5.653653,0.2806,375.8599,1.0000,4803
120,272.1335,19,1,5.655514,0.2798,367.6991,1.0000,4822
121,349.6036,26,1,5.446472,0.2789,369.8898,1.0000,4848
122,439.4647,58,1,5.952137,0.2781,378.1754,1.0000,4906
123,421.8649,47,1,5.570634,0.2772,376.4634,1.0000,4953
124,564.5846,103,1,5.698391,0.2764,387.5650,1.0000,5056
125,223.9327,3,1,5.145952,0.2756,379.9353,1.0000,5059
126,373.4282,29,1,5.772103,0.2748,381.5619,1.0000,5088
127,323.9635,27,1,5.762890,0.2739,385.3475,1.0000,5115
128,357.4368,25,1,5.695340,0.2731,388.2645,1.0000,5140
129,433.8151,36,1,5.905778,0.2723,389.8966,1.0000,5176
130,533.6098,82,1,5.674100,0.2715,401.4836,1.0000,5258
131,631.3180,87,1,5.811690,0.2707,408.8622,1.0000,5345
132,473.8229,42,1,5.837619,0.2699,413.1369,1.0000,5387
133,278.5490,9,1,5.866359,0.2690,407.5569,1.0000,5396
134,481.6331,46,1,5.968023,0.2682,411.2292,1.0000,5442
135,336.3160,26,1,5.947760,0.2674,403.8328,1.0000,5468
136,442.8911,56,1,5.891490,0.2666,407.0242,1.0000,5524
137,317.0484,18,1,5.833644,0.2658,402.0850,1.0000,5542
138,355.1761,28,1,5.747581,0.2650,394.1839,1.0000,5570
139,672.3361,112,1,5.762546,0.2642,414.1464,1.0000,5682
140,400.5459,46,1,5.774336,0.2634,420.5670,1.0000,5728
141,398.1451,29,1,5.781745,0.2627,422.9941,1.0000,5757
142,436.4579,40,1,5.971921,0.2619,422.8438,1.0000,5797
143,320.4681,22,1,5.830697,0.2611,417.7739,1.0000,5819
144,331.5806,20,1,5.712822,0.2603,406.1237,1.0000,5839
145,482.7478,70,1,5.927987,0.2595,419.0645,1.0000,5909
146,345.6124,29,1,5.915675,0.2587,417.6737,1.0000,5938
147,391.5612,46,1,5.932883,0.2580,421.0536,1.0000,5984
148,464.4801,63,1,5.949728,0.2572,426.4057,1.0000,6047
149,269.1530,18,1,5.940555,0.2564,418.1726,1.0000,6065
150,343.2000,23,1,5.721997,0.2556,408.6521,1.0000,6088
151,557.5048,78,1,5.920242,0.2549,404.9615,1.0000,6166
152,246.7868,8,1,6.019245,0.2541,393.6097,1.0000,6174
153,650.3553,86,1,5.856570,0.2534,412.2000,1.0000,6260
154,429.5133,43,1,5.752130,0.2526,409.5940,1.0000,6303
155,456.4145,47,1,5.778212,0.2518,415.5989,1.0000,6350
156,451.2222,54,1,5.744337,0.2511,416.0155,1.0000,6404
157,410.5149,49,1,5.816281,0.2503,420.6888,1.0000,6453
158,463.1011,62,1,5.932054,0.2496,426.0851,1.0000,6515
159,286.0407,9,1,5.883779,0.2488,406.7703,1.0000,6524
160,714.0717,105,1,5.726017,0.2481,422.4466,1.0000,6629
161,523.3772,59,1,5.689866,0.2473,428.7082,1.0000,6688
162,369.7791,35,1,5.914671,0.2466,425.3742,1.0000,6723
163,350.6972,30,1,5.794453,0.2459,426.8857,1.0000,6753
164,924.2751,147,1,5.818211,0.2451,456.5204,1.0000,6900
165,612.5023,100,1,5.805497,0.2444,463.0081,1.0000,7000
166,444.4336,58,1,5.824576,0.2436,467.9492,1.0000,7058
167,387.9444,28,1,5.868717,0.2429,467.7684,1.0000,7086
168,395.2392,50,1,5.778157,0.2422,464.3063,1.0000,7136
169,336.3941,32,1,5.671917,0.2415,467.6684,1.0000,7168
170,529.1192,67,1,5.808667,0.2407,476.9643,1.0000,7235
171,518.0700,65,1,5.744299,0.2400,474.9926,1.0000,7300
172,425.4547,42,1,5.826678,0.2393,483.9260,1.0000,7342
173,365.6712,35,1,5.869812,0.2386,469.6918,1.0000,7377
174,280.0875,11,1,5.888276,0.2379,462.2205,1.0000,7388
175,378.9918,40,1,5.763245,0.2371,458.3494,1.0000,7428
176,476.7354,52,1,5.793492,0.2364,459.6250,1.0000,7480
177,512.1897,62,1,5.830165,0.2357,464.7088,1.0000,7542
178,278.7742,11,1,5.879673,0.2350,455.4924,1.0000,7553
179,476.7204,54,1,5.897727,0.2343,465.0264,1.0000,7607
180,522.4056,81,1,5.859357,0.2336,455.4431,1.0000,7688
181,563.7543,62,1,5.921591,0.2329,457.4619,1.0000,7750
182,447.3162,54,1,5.909274,0.2322,461.3388,1.0000,7804
183,314.0298,18,1,5.848624,0.2315,459.5054,1.0000,7822
184,609.3745,77,1,5.915125,0.2308,443.7604,1.0000,7899
185,284.8570,16,1,5.822385,0.2301,427.3781,1.0000,7915
186,275.9022,14,1,5.735964,0.2294,418.9516,1.0000,7929
187,442.1270,45,1,5.874699,0.2287,421.6607,1.0000,7974
188,438.9028,62,1,5.757016,0.2281,423.8439,1.0000,8036
189,350.8325,43,1,5.933758,0.2274,424.5658,1.0000,8079
190,222.1654,3,1,6.035030,0.2267,409.2181,1.0000,8082
191,251.7943,7,1,5.801304,0.2260,395.9043,1.0000,8089
192,377.6154,33,1,5.888586,0.2253,393.5123,1.0000,8122
193,503.3502,52,1,5.841058,0.2247,400.3963,1.0000,8174
194,369.1419,45,1,5.920895,0.2240,404.8490,1.0000,8219
195,295.3440,17,1,5.754593,0.2233,400.6666,1.0000,8236
196,339.7012,22,1,5.876911,0.2226,393.8149,1.0000,8258
197,248.4660,7,1,5.770615,0.2220,380.6287,1.0000,8265
198,383.0445,30,1,5.704343,0.2213,385.8422,1.0000,8295
199,742.7024,128,1,5.749002,0.2206,399.1413,1.0000,8423
200,727.1728,99,1,5.787001,0.2200,409.3797,1.0000,8522
201,252.5156,6,1,5.791848,0.2193,393.8178,1.0000,8528
202,429.0173,54,1,5.929586,0.2187,392.9028,1.0000,8582
203,-650.1456,400,0,5.844813,0.2180,344.6941,0.9500,8982
204,393.1371,30,1,5.743990,0.2174,333.8822,0.9500,9012
205,510.3936,66,1,6.005008,0.2167,345.1590,0.9500,9078
206,-586.3315,400,0,5.826516,0.2161,302.0473,0.9000,9478
207,563.3423,66,1,5.679789,0.2154,308.1081,0.9000,9544
208,457.3286,52,1,5.821253,0.2148,309.0294,0.9000,9596
209,535.0845,73,1,5.822933,0.2141,318.2420,0.9000,9669
210,-518.7714,527,0,5.781621,0.2135,281.1952,0.8500,10196
211,624.0605,73,1,5.760970,0.2128,299.8085,0.8500,10269
212,453.9815,50,1,5.684679,0.2122,303.6268,0.8500,10319
213,220.4482,5,1,6.003432,0.2116,289.4817,0.8500,10324
214,263.4569,8,1,5.812704,0.2109,284.1974,0.8500,10332
215,668.1847,85,1,5.718895,0.2103,302.8395,0.8500,10417
216,617.4211,75,1,6.054122,0.2097,316.7255,0.8500,10492
217,225.8094,5,1,5.967019,0.2090,315.5926,0.8500,10497
218,502.1410,67,1,6.102994,0.2084,321.5475,0.8500,10564
219,462.7745,42,1,6.022027,0.2078,307.5511,0.8500,10606
220,526.6491,56,1,5.958454,0.2072,297.5249,0.8500,10662
221,462.9949,56,1,6.015300,0.2065,308.0488,0.8500,10718
222,407.1618,48,1,5.701432,0.2059,306.9561,0.8500,10766
223,368.4418,29,1,5.644327,0.2053,357.8854,0.9000,10795
224,610.0259,100,1,5.629717,0.2047,368.7299,0.9000,10895
225,542.2275,93,1,5.862036,0.2041,370.3216,0.9000,10988
226,522.7824,53,1,5.737113,0.2035,425.7773,0.9500,11041
227,517.2147,42,1,5.778303,0.2028,423.4709,0.9500,11083
228,534.3759,55,1,5.830161,0.2022,427.3233,0.9500,11138
229,300.2393,21,1,5.939803,0.2016,415.5810,0.9500,11159
230,409.8789,43,1,5.714358,0.2010,462.0135,1.0000,11202
231,407.4861,42,1,5.888349,0.2004,451.1848,1.0000,11244
232,272.4358,13,1,6.077554,0.1998,442.1075,1.0000,11257
233,475.1773,50,1,5.753143,0.1992,454.8439,1.0000,11307
234,427.9214,50,1,5.880728,0.1986,463.0672,1.0000,11357
235,407.0209,55,1,5.961855,0.1980,450.0090,1.0000,11412
236,403.3608,40,1,5.754671,0.1974,439.3060,1.0000,11452
237,392.8670,31,1,5.770939,0.1968,447.6589,1.0000,11483
238,389.3612,37,1,5.829027,0.1963,442.0199,1.0000,11520
239,307.8438,19,1,5.909715,0.1957,434.2733,1.0000,11539
240,686.5654,89,1,6.025401,0.1951,442.2691,1.0000,11628
241,425.0427,37,1,5.853049,0.1945,440.3715,1.0000,11665
242,448.3253,42,1,5.837355,0.1939,442.4297,1.0000,11707
243,474.2189,50,1,5.747684,0.1933,447.7186,1.0000,11757
244,367.6075,37,1,5.912840,0.1927,435.5976,1.0000,11794
245,408.2991,37,1,5.687706,0.1922,428.9012,1.0000,11831
246,311.9615,21,1,5.657051,0.1916,418.3602,1.0000,11852
247,686.0107,78,1,5.927961,0.1910,426.8000,1.0000,11930
248,422.6210,35,1,5.810217,0.1904,421.2122,1.0000,11965
249,370.6200,26,1,6.002579,0.1899,424.7313,1.0000,11991
250,439.3601,45,1,5.997604,0.1893,426.2053,1.0000,12036
251,294.8279,21,1,5.901550,0.1887,420.5724,1.0000,12057
252,770.5927,109,1,5.888477,0.1882,445.4803,1.0000,12166
253,446.2257,46,1,5.729138,0.1876,444.0327,1.0000,12212
254,349.3299,26,1,5.675539,0.1870,440.1031,1.0000,12238
255,656.8255,83,1,5.828088,0.1865,452.5933,1.0000,12321
256,414.6854,36,1,5.952132,0.1859,453.1596,1.0000,12357
257,708.6530,95,1,5.738994,0.1854,468.9489,1.0000,12452
258,295.3557,17,1,5.888432,0.1848,464.2486,1.0000,12469
259,346.7373,21,1,6.011817,0.1843,466.1933,1.0000,12490
260,350.3767,26,1,6.207198,0.1837,449.3838,1.0000,12516
261,419.6749,35,1,5.982806,0.1831,449.1154,1.0000,12551
262,408.0068,37,1,5.865754,0.1826,447.0995,1.0000,12588
263,674.3060,78,1,5.855148,0.1821,457.1039,1.0000,12666
264,763.6078,108,1,5.874300,0.1815,476.9039,1.0000,12774
265,306.7726,15,1,5.898890,0.1810,471.8276,1.0000,12789
266,429.8533,45,1,6.026147,0.1804,477.7221,1.0000,12834
267,559.5170,61,1,6.002836,0.1799,471.3975,1.0000,12895
268,243.9161,7,1,6.309004,0.1793,462.4622,1.0000,12902
269,421.3733,50,1,5.970570,0.1788,464.9999,1.0000,12952
270,274.8627,17,1,5.863490,0.1783,456.7750,1.0000,12969
271,430.7013,45,1,5.892182,0.1777,463.5687,1.0000,13014
272,446.5989,37,1,5.924006,0.1772,447.3690,1.0000,13051
273,310.4093,17,1,5.785628,0.1767,440.5782,1.0000,13068
274,305.2138,20,1,6.009027,0.1761,438.3724,1.0000,13088
275,450.2176,40,1,5.997336,0.1756,428.0420,1.0000,13128
276,301.4655,16,1,5.822899,0.1751,422.3810,1.0000,13144
277,381.7293,28,1,5.995882,0.1746,406.0348,1.0000,13172
278,641.2177,82,1,5.862640,0.1740,423.3279,1.0000,13254
279,320.9845,29,1,6.000524,0.1735,422.0402,1.0000,13283
280,400.0226,41,1,5.961328,0.1730,424.5225,1.0000,13324
281,313.1698,16,1,5.742143,0.1725,419.1973,1.0000,13340
282,396.6998,41,1,5.937305,0.1719,418.6319,1.0000,13381
283,612.6813,79,1,5.983905,0.1714,415.5507,1.0000,13460
284,611.1505,75,1,5.962205,0.1709,407.9278,1.0000,13535
285,394.0845,28,1,6.031185,0.1704,412.2934,1.0000,13563
286,655.1393,85,1,5.959884,0.1699,423.5577,1.0000,13648
287,299.7698,17,1,5.901784,0.1694,410.5704,1.0000,13665
288,306.9829,20,1,6.101310,0.1689,413.7237,1.0000,13685
289,495.1675,55,1,5.934020,0.1684,417.4134,1.0000,13740
290,271.4378,12,1,6.196331,0.1679,417.2422,1.0000,13752
291,521.6023,64,1,6.147815,0.1674,421.7872,1.0000,13816
292,380.1747,31,1,6.143218,0.1669,418.4660,1.0000,13847
293,299.8450,19,1,5.899718,0.1664,417.9378,1.0000,13866
294,412.3322,40,1,6.057646,0.1659,423.2937,1.0000,13906
295,567.4424,72,1,6.143268,0.1654,429.1550,1.0000,13978
296,250.7900,5,1,6.053854,0.1649,426.6212,1.0000,13983
297,275.2827,11,1,5.917341,0.1644,421.2989,1.0000,13994
298,365.3249,35,1,6.201459,0.1639,407.5042,1.0000,14029
299,501.6372,63,1,5.962795,0.1634,416.5369,1.0000,14092
300,326.3535,25,1,5.906435,0.1629,412.8534,1.0000,14117
301,223.8113,2,1,6.446505,0.1624,408.3855,1.0000,14119
302,553.0962,64,1,6.109228,0.1619,416.2053,1.0000,14183
303,598.4571,62,1,6.071087,0.1614,415.4941,1.0000,14245
304,650.8701,68,1,5.977967,0.1610,417.4801,1.0000,14313
305,606.9381,77,1,5.972522,0.1605,428.1228,1.0000,14390
306,353.0574,33,1,5.971728,0.1600,413.0187,1.0000,14423
307,603.8386,79,1,5.899295,0.1595,428.2221,1.0000,14502
308,525.4888,45,1,6.028466,0.1590,439.1474,1.0000,14547
309,345.9015,22,1,5.892385,0.1586,431.6841,1.0000,14569
310,436.5821,43,1,6.036625,0.1581,439.9413,1.0000,14612
311,419.6550,43,1,6.101577,0.1576,434.8439,1.0000,14655
312,674.0694,90,1,6.109348,0.1571,449.5387,1.0000,14745
313,222.6308,2,1,5.921503,0.1567,445.6780,1.0000,14747
314,467.9662,43,1,6.127728,0.1562,448.4597,1.0000,14790
315,309.9852,26,1,6.074939,0.1557,435.5868,1.0000,14816
316,338.2380,21,1,6.070755,0.1553,439.9592,1.0000,14837
317,603.6820,80,1,5.952110,0.1548,456.3792,1.0000,14917
318,330.2674,23,1,6.321614,0.1543,454.6263,1.0000,14940
319,432.7407,32,1,5.907307,0.1539,451.1815,1.0000,14972
320,601.0986,68,1,5.939681,0.1534,464.9187,1.0000,15040
321,564.7495,60,1,6.105502,0.1529,481.9656,1.0000,15100
322,353.2844,26,1,6.187591,0.1525,471.9751,1.0000,15126
323,389.7600,30,1,6.125864,0.1520,461.5402,1.0000,15156
324,347.8032,31,1,6.176435,0.1516,446.3868,1.0000,15187
325,324.4338,23,1,6.016223,0.1511,432.2616,1.0000,15210
326,438.8995,45,1,6.022668,0.1507,436.5537,1.0000,15255
327,474.1173,48,1,5.994693,0.1502,430.0677,1.0000,15303
328,527.4738,47,1,6.128772,0.1498,430.1669,1.0000,15350
329,565.3718,55,1,6.143646,0.1493,441.1404,1.0000,15405
330,464.7276,44,1,6.116177,0.1489,442.5477,1.0000,15449
331,403.0621,32,1,6.314814,0.1484,441.7181,1.0000,15481
332,684.8632,91,1,6.211105,0.1480,442.2577,1.0000,15572
333,539.1380,51,1,5.995203,0.1475,458.0831,1.0000,15623
334,757.7885,99,1,6.071215,0.1471,472.5742,1.0000,15722
335,362.4607,24,1,6.102796,0.1466,475.1980,1.0000,15746
336,465.1439,52,1,5.969823,0.1462,481.5433,1.0000,15798
337,398.0338,38,1,6.026464,0.1458,471.2609,1.0000,15836
338,480.6118,43,1,6.120010,0.1453,478.7781,1.0000,15879
339,358.6972,22,1,6.036664,0.1449,475.0759,1.0000,15901
340,985.7269,148,1,6.124373,0.1445,494.3073,1.0000,16049
341,509.3105,56,1,6.087539,0.1440,491.5354,1.0000,16105
342,377.9164,23,1,5.806227,0.1436,492.7670,1.0000,16128
343,256.8264,7,1,6.357032,0.1432,486.1203,1.0000,16135
344,668.2795,87,1,6.128728,0.1427,502.1441,1.0000,16222
345,350.2234,26,1,5.942927,0.1423,503.4336,1.0000,16248
346,562.4077,59,1,6.163762,0.1419,509.6090,1.0000,16307
347,744.6970,95,1,6.064387,0.1414,523.1380,1.0000,16402
348,644.2190,69,1,6.259893,0.1410,528.9753,1.0000,16471
349,361.2965,22,1,6.321456,0.1406,518.7715,1.0000,16493
350,303.9071,23,1,6.090691,0.1402,510.7305,1.0000,16516
351,637.7825,78,1,6.041512,0.1398,522.4665,1.0000,16594
352,1011.2110,137,1,5.980016,0.1393,538.7839,1.0000,16731
353,536.6010,53,1,5.899585,0.1389,538.6570,1.0000,16784
354,453.9834,42,1,6.056936,0.1385,523.4668,1.0000,16826
355,688.6368,78,1,6.123618,0.1381,539.7756,1.0000,16904
356,488.7086,36,1,6.084009,0.1377,540.9538,1.0000,16940
357,394.4789,43,1,6.015179,0.1373,540.7761,1.0000,16983
358,521.3963,53,1,6.026164,0.1368,542.8153,1.0000,17036
359,352.9512,29,1,6.126552,0.1364,542.5280,1.0000,17065
360,620.4092,64,1,6.217875,0.1360,524.2621,1.0000,17129
361,838.2067,104,1,6.139984,0.1356,540.7069,1.0000,17233
362,474.2888,46,1,6.120018,0.1352,545.5255,1.0000,17279
363,248.9717,10,1,6.339919,0.1348,545.1328,1.0000,17289
364,357.4431,20,1,6.286825,0.1344,529.5910,1.0000,17309
365,367.5473,30,1,6.390220,0.1340,530.4572,1.0000,17339
366,500.9329,50,1,6.031337,0.1336,527.3834,1.0000,17389
367,519.0573,54,1,6.125059,0.1332,516.1015,1.0000,17443
368,365.7318,27,1,6.144609,0.1328,502.1771,1.0000,17470
369,498.2627,60,1,6.068964,0.1324,509.0254,1.0000,17530
370,673.9040,82,1,6.221948,0.1320,527.5253,1.0000,17612
371,442.5064,43,1,6.071649,0.1316,517.7614,1.0000,17655
372,440.2914,42,1,6.128906,0.1312,489.2155,1.0000,17697
373,261.0637,7,1,6.004625,0.1308,475.4386,1.0000,17704
374,275.2502,11,1,6.384718,0.1304,466.5019,1.0000,17715
375,695.8387,90,1,5.984200,0.1300,466.8620,1.0000,17805
376,1011.0186,135,1,6.017923,0.1296,492.9775,1.0000,17940
377,364.2043,26,1,6.186069,0.1293,491.4638,1.0000,17966
378,394.8279,35,1,6.127752,0.1289,485.1354,1.0000,18001
379,356.7257,26,1,6.058095,0.1285,485.3241,1.0000,18027
380,-578.1699,400,0,6.103180,0.1281,425.3952,0.9500,18427
381,681.0812,77,1,6.014622,0.1277,417.5389,0.9500,18504
382,474.6655,42,1,6.141545,0.1273,417.5577,0.9500,18546
383,500.3511,47,1,6.014895,0.1269,430.1267,0.9500,18593
384,651.4312,68,1,6.041327,0.1266,444.8261,0.9500,18661
385,476.8638,54,1,6.021911,0.1262,450.2919,0.9500,18715
386,438.7506,39,1,5.887630,0.1258,447.1828,0.9500,18754
387,733.8758,131,1,6.071153,0.1254,457.9237,0.9500,18885
388,622.7191,74,1,6.253586,0.1251,470.7731,0.9500,18959
389,309.3147,19,1,6.289858,0.1247,461.3257,0.9500,18978
390,364.7389,30,1,5.940561,0.1243,445.8674,0.9500,19008
391,510.9225,55,1,5.959086,0.1239,449.2882,0.9500,19063
392,658.5622,86,1,6.243888,0.1236,460.2018,0.9500,19149
393,423.1721,32,1,6.255525,0.1232,468.3072,0.9500,19181
394,571.0518,60,1,5.975125,0.1228,483.0973,0.9500,19241
395,458.7366,46,1,6.223550,0.1224,471.2422,0.9500,19287
396,376.8190,29,1,6.275555,0.1221,439.5322,0.9500,19316
397,587.9805,53,1,6.284074,0.1217,450.7210,0.9500,19369
398,582.0485,58,1,6.196375,0.1213,460.0820,0.9500,19427
399,538.5002,59,1,6.176353,0.1210,469.1708,0.9500,19486
400,487.2995,52,1,6.092609,0.1206,522.4442,1.0000,19538
