episode,return,steps,reached,avg_loss,eps,moving_avg_return,moving_avg_reached_rate,buffer_size
122,507.0617,78,1,6.088931,0.2658,287.8822,0.9500,5846
123,403.0973,55,1,6.128764,0.2655,282.0822,0.9500,5901
124,-702.3911,400,0,6.164986,0.2653,228.4777,0.9000,6301
125,373.8822,42,1,5.993149,0.2650,235.9608,0.9000,6343
126,276.3079,15,1,6.083204,0.2647,235.9368,0.9000,6358
127,351.3994,39,1,6.087120,0.2645,242.5528,0.9000,6397
128,306.0811,14,1,6.186730,0.2642,234.1871,0.9000,6411
129,221.3867,2,1,5.837143,0.2639,232.9407,0.9000,6413
130,498.6085,48,1,6.154619,0.2637,343.8894,0.9500,6461
131,221.5339,2,1,6.426791,0.2634,331.1355,0.9500,6463
132,235.0731,27,1,6.154213,0.2631,324.2140,0.9500,6490
133,220.7478,1,1,7.167697,0.2629,309.6906,0.9500,6491
134,358.0474,32,1,6.125362,0.2626,285.3150,0.9500,6523
135,470.7254,59,1,6.043155,0.2624,293.8705,0.9500,6582
136,599.7830,103,1,6.135646,0.2621,308.8536,0.9500,6685
137,330.7493,20,1,6.337057,0.2618,309.4291,0.9500,6705
138,378.2432,35,1,6.091386,0.2616,301.6042,0.9500,6740
139,275.7227,13,1,5.870065,0.2613,302.8369,0.9500,6753
140,426.4875,49,1,6.023744,0.2611,310.3098,0.9500,6802
141,428.5500,46,1,6.152242,0.2608,309.0549,0.9500,6848
142,345.4801,35,1,6.100080,0.2605,300.9758,0.9500,6883
143,391.2623,40,1,6.252927,0.2603,300.3840,0.9500,6923
144,-798.1818,510,0,6.169438,0.2600,295.5945,0.9500,7433
145,409.1643,46,1,6.102413,0.2597,297.3586,0.9500,7479
146,-623.0698,400,0,6.062344,0.2595,252.3897,0.9000,7879
147,350.6415,27,1,6.088006,0.2592,252.3518,0.9000,7906
148,444.8267,46,1,5.971403,0.2590,259.2891,0.9000,7952
149,220.0843,1,1,5.596776,0.2587,259.2240,0.9000,7953
150,-681.8316,400,0,5.982803,0.2585,200.2020,0.8500,8353
151,370.8298,32,1,5.964936,0.2582,207.6668,0.8500,8385
152,552.2428,56,1,5.831467,0.2579,223.5252,0.8500,8441
153,390.8817,42,1,6.051349,0.2577,232.0319,0.8500,8483
154,300.9128,23,1,5.822216,0.2574,229.1752,0.8500,8506
155,325.0859,26,1,5.905616,0.2572,221.8932,0.8500,8532
156,220.2714,2,1,5.969704,0.2569,202.9177,0.8500,8534
157,567.5862,81,1,5.922197,0.2566,214.7595,0.8500,8615
158,390.5929,46,1,5.925042,0.2564,215.3770,0.8500,8661
159,223.5427,2,1,6.066363,0.2561,212.7680,0.8500,8663
160,710.9857,91,1,5.978060,0.2559,226.9929,0.8500,8754
161,362.7645,32,1,6.034611,0.2556,223.7036,0.8500,8786
162,386.6546,46,1,5.830026,0.2554,225.7624,0.8500,8832
163,399.6857,33,1,5.781199,0.2551,226.1835,0.8500,8865
164,467.2789,63,1,5.947839,0.2549,289.4566,0.9000,8928
165,523.2951,68,1,5.932531,0.2546,295.1631,0.9000,8996
166,302.8844,18,1,5.984988,0.2543,341.4608,0.9500,9014
167,422.7705,51,1,5.910290,0.2541,345.0673,0.9500,9065
168,296.9495,16,1,5.850996,0.2538,337.6734,0.9500,9081
169,448.0546,66,1,5.964722,0.2536,349.0719,0.9500,9147
170,564.5418,86,1,6.031596,0.2533,411.3906,1.0000,9233
171,342.8240,59,1,5.845432,0.2531,409.9903,1.0000,9292
172,260.4193,8,1,5.942803,0.2528,395.3991,1.0000,9300
173,-684.7227,400,0,5.836526,0.2526,341.6189,0.9500,9700
174,377.8656,46,1,5.771983,0.2523,345.4665,0.9500,9746
175,250.2191,6,1,5.616726,0.2521,341.7232,0.9500,9752
176,437.3269,44,1,5.887431,0.2518,352.5760,0.9500,9796
177,299.8395,15,1,5.865241,0.2516,339.1886,0.9500,9811
178,315.9626,23,1,5.772427,0.2513,335.4571,0.9500,9834
179,299.8902,21,1,5.874623,0.2511,339.2745,0.9500,9855
180,491.6433,55,1,5.805997,0.2508,328.3074,0.9500,9910
181,578.0869,94,1,5.880099,0.2506,339.0735,0.9500,10004
182,453.1574,58,1,5.855978,0.2503,342.3986,0.9500,10062
183,368.3191,26,1,5.994016,0.2501,340.8303,0.9500,10088
184,374.4178,33,1,5.737101,0.2498,336.1872,0.9500,10121
185,573.7612,78,1,5.938427,0.2496,338.7105,0.9500,10199
186,545.5730,65,1,5.900867,0.2493,350.8450,0.9500,10264
187,220.0897,1,1,6.395668,0.2491,340.7109,0.9500,10265
188,352.5803,29,1,5.919072,0.2488,343.4925,0.9500,10294
189,386.1481,36,1,6.033764,0.2486,340.3972,0.9500,10330
190,418.1031,37,1,5.962147,0.2483,333.0752,0.9500,10367
191,552.7113,65,1,5.881353,0.2481,343.5696,0.9500,10432
192,462.3025,53,1,5.938603,0.2478,353.6637,0.9500,10485
193,-684.8163,400,0,5.932119,0.2476,353.6591,0.9500,10885
194,364.9316,53,1,5.877489,0.2473,353.0124,0.9500,10938
195,-686.0928,400,0,5.903075,0.2471,306.1968,0.9000,11338
196,481.7034,99,1,5.846211,0.2468,308.4156,0.9000,11437
197,321.0507,20,1,5.923025,0.2466,309.4762,0.9000,11457
198,280.4822,15,1,5.940145,0.2463,307.7021,0.9000,11472
199,-869.0697,499,0,5.856970,0.2461,249.2541,0.8500,11971
200,497.4735,59,1,5.799561,0.2458,249.5456,0.8500,12030
201,408.4375,51,1,5.749069,0.2456,241.0632,0.8500,12081
202,375.2232,29,1,5.955216,0.2453,237.1665,0.8500,12110
203,494.7065,54,1,5.717008,0.2451,243.4858,0.8500,12164
204,222.0338,2,1,5.620968,0.2449,235.8666,0.8500,12166
205,637.4162,94,1,5.839414,0.2446,239.0494,0.8500,12260
206,277.3405,11,1,5.799605,0.2444,225.6378,0.8500,12271
207,484.8340,65,1,5.735766,0.2441,238.8750,0.8500,12336
208,333.5793,23,1,5.626287,0.2439,237.9249,0.8500,12359
209,223.7627,10,1,5.844685,0.2436,229.8057,0.8500,12369
210,298.2739,17,1,5.948688,0.2434,223.8142,0.8500,12386
211,416.8079,46,1,5.826816,0.2431,217.0190,0.8500,12432
212,511.5405,66,1,5.821233,0.2429,219.4809,0.8500,12498
213,496.3116,70,1,5.702325,0.2427,278.5373,0.9000,12568
214,466.6093,48,1,5.805844,0.2424,283.6212,0.9000,12616
215,247.0781,15,1,5.971741,0.2422,330.2798,0.9500,12631
216,541.0469,65,1,5.817766,0.2419,333.2469,0.9500,12696
217,348.6968,34,1,5.818673,0.2417,334.6292,0.9500,12730
218,450.4300,69,1,5.858942,0.2415,343.1266,0.9500,12799
219,490.1355,60,1,5.773930,0.2412,411.0869,1.0000,12859
220,286.7864,18,1,5.715337,0.2410,400.5525,1.0000,12877
221,498.4770,88,1,5.884535,0.2407,405.0545,1.0000,12965
222,368.9603,25,1,5.974886,0.2405,404.7414,1.0000,12990
223,287.9928,11,1,6.026034,0.2402,394.4057,1.0000,13001
224,584.6551,87,1,5.740068,0.2400,412.5367,1.0000,13088
225,427.3665,35,1,5.763944,0.2398,402.0343,1.0000,13123
226,408.8933,41,1,5.914320,0.2395,408.6119,1.0000,13164
227,369.3306,34,1,5.828904,0.2393,402.8367,1.0000,13198
228,258.3681,14,1,5.872428,0.2390,399.0762,1.0000,13212
229,316.6994,14,1,5.725242,0.2388,403.7230,1.0000,13226
230,641.2822,86,1,6.120562,0.2386,420.8734,1.0000,13312
231,501.5144,77,1,5.907727,0.2383,425.1087,1.0000,13389
232,346.0486,18,1,5.841233,0.2381,416.8342,1.0000,13407
233,493.8804,80,1,5.906420,0.2379,416.7126,1.0000,13487
234,281.0512,19,1,5.825983,0.2376,407.4347,1.0000,13506
235,372.5686,34,1,5.874068,0.2374,413.7092,1.0000,13540
236,219.7536,3,1,6.406390,0.2371,397.6446,1.0000,13543
237,449.8089,53,1,5.833376,0.2369,402.7002,1.0000,13596
238,391.9805,35,1,5.954997,0.2367,399.7777,1.0000,13631
239,220.4880,2,1,5.892341,0.2364,386.2953,1.0000,13633
240,354.8741,29,1,5.913707,0.2362,389.6997,1.0000,13662
241,542.2738,69,1,5.859643,0.2360,391.8895,1.0000,13731
242,272.0092,15,1,5.700463,0.2357,387.0420,1.0000,13746
243,223.0542,6,1,5.953285,0.2355,383.7950,1.0000,13752
244,414.9588,39,1,5.928894,0.2353,375.3102,1.0000,13791
245,219.0088,5,1,5.928206,0.2350,364.8923,1.0000,13796
246,251.7659,10,1,5.767157,0.2348,357.0360,1.0000,13806
247,387.7486,41,1,6.059520,0.2345,357.9569,1.0000,13847
248,-685.0545,400,0,5.926504,0.2343,310.7857,0.9500,14247
249,397.4950,25,1,5.675621,0.2341,314.8255,0.9500,14272
250,331.2431,20,1,5.879962,0.2338,299.3236,0.9500,14292
251,497.4919,76,1,5.927466,0.2336,299.1224,0.9500,14368
252,381.7150,40,1,5.990647,0.2334,300.9058,0.9500,14408
253,327.3841,23,1,5.940020,0.2331,292.5809,0.9500,14431
254,250.1862,6,1,5.743389,0.2329,291.0377,0.9500,14437
255,803.6400,127,1,5.904302,0.2327,312.5913,0.9500,14564
256,439.2342,36,1,5.882492,0.2324,323.5653,0.9500,14600
257,586.9283,77,1,6.056404,0.2322,330.4213,0.9500,14677
258,484.0708,114,1,6.001204,0.2320,335.0258,0.9500,14791
259,671.3556,95,1,5.865510,0.2317,357.5692,0.9500,14886
260,386.3592,32,1,5.874757,0.2315,359.1434,0.9500,14918
261,278.5934,17,1,6.065328,0.2313,345.9594,0.9500,14935
262,521.4090,70,1,5.856848,0.2311,358.4294,0.9500,15005
263,264.5538,18,1,5.952916,0.2308,360.5044,0.9500,15023
264,451.6510,61,1,5.933549,0.2306,362.3390,0.9500,15084
265,695.3795,92,1,5.883194,0.2304,386.1575,0.9500,15176
266,277.6010,10,1,5.657874,0.2301,387.4493,0.9500,15186
267,391.4421,35,1,5.917702,0.2299,387.6339,0.9500,15221
268,381.9562,35,1,5.996292,0.2297,440.9845,1.0000,15256
269,425.7099,51,1,5.903898,0.2294,442.3952,1.0000,15307
270,361.0886,30,1,6.105147,0.2292,443.8875,1.0000,15337
271,417.1204,55,1,5.876194,0.2290,439.8689,1.0000,15392
272,-738.9334,480,0,5.913421,0.2288,383.8365,0.9500,15872
273,-995.0313,520,0,5.866261,0.2285,317.7157,0.9000,16392
274,283.9772,11,1,5.922866,0.2283,319.4053,0.9000,16403
275,286.1632,17,1,5.722637,0.2281,293.5314,0.9000,16420
276,573.8269,67,1,5.831516,0.2278,300.2611,0.9000,16487
277,515.9124,55,1,5.859045,0.2276,296.7103,0.9000,16542
278,420.1466,48,1,5.819672,0.2274,293.5141,0.9000,16590
279,464.1438,55,1,5.928537,0.2272,283.1535,0.9000,16645
280,449.7683,60,1,5.878872,0.2269,286.3239,0.9000,16705
281,545.7479,111,1,5.946114,0.2267,299.6817,0.9000,16816
282,443.1981,72,1,5.844832,0.2265,295.7711,0.9000,16888
283,446.6990,42,1,5.799358,0.2263,304.8784,0.9000,16930
284,245.8877,13,1,5.696597,0.2260,294.5902,0.9000,16943
285,460.3429,51,1,5.987480,0.2258,282.8384,0.9000,16994
286,450.2347,50,1,5.907963,0.2256,291.4701,0.9000,17044
287,488.8123,61,1,5.884499,0.2253,296.3386,0.9000,17105
288,273.7995,9,1,5.895779,0.2251,290.9307,0.9000,17114
289,462.6149,47,1,5.841870,0.2249,292.7760,0.9000,17161
290,343.2281,21,1,5.912656,0.2247,291.8830,0.9000,17182
291,356.9623,30,1,5.856658,0.2244,288.8751,0.9000,17212
292,419.5716,47,1,5.924664,0.2242,346.8003,0.9500,17259
293,304.2522,19,1,6.161169,0.2240,411.7645,1.0000,17278
294,223.8623,3,1,5.437079,0.2238,408.7587,1.0000,17281
295,538.5686,68,1,5.988955,0.2236,421.3790,1.0000,17349
296,516.8305,59,1,5.965323,0.2233,418.5292,1.0000,17408
297,417.8754,59,1,6.021240,0.2231,413.6273,1.0000,17467
298,353.6767,27,1,5.795116,0.2229,410.3038,1.0000,17494
299,365.1609,28,1,6.007351,0.2227,405.3547,1.0000,17522
300,276.5832,9,1,5.925539,0.2224,396.6954,1.0000,17531
