scenario,seed,policy,step_limit,final_alive,final_reached,final_avg_exposure,alive_rate,reached_rate,avg_exposure_total,t90_step,t95_step,faculty_reached_rate,staff_reached_rate,reach_rate_gap,top_bottlenecks,persona_part_time_student_reached_rate,persona_part_time_student_count,persona_young_student_reached_rate,persona_young_student_count,persona_student_with_anxiety_reached_rate,persona_student_with_anxiety_count,persona_facilities_staff_reached_rate,persona_facilities_staff_count,persona_visitor_reached_rate,persona_visitor_count,persona_international_student_reached_rate,persona_international_student_count,persona_junior_faculty_reached_rate,persona_junior_faculty_count,persona_senior_faculty_reached_rate,persona_senior_faculty_count,persona_student_athlete_reached_rate,persona_student_athlete_count,persona_staff_admin_reached_rate,persona_staff_admin_count,persona_graduate_student_reached_rate,persona_graduate_student_count,persona_mobility_impaired_reached_rate,persona_mobility_impaired_count,persona_freshman_student_reached_rate,persona_freshman_student_count,persona_campus_security_reached_rate,persona_campus_security_count,persona_prospective_student_with_parent_reached_rate,persona_prospective_student_with_parent_count,persona_research_scientist_reached_rate,persona_research_scientist_count,persona_adjunct_instructor_reached_rate,persona_adjunct_instructor_count,persona_healthcare_staff_reached_rate,persona_healthcare_staff_count,persona_conference_attendee_reached_rate,persona_conference_attendee_count,role_student_reached_rate,role_student_count,role_staff_reached_rate,role_staff_count,role_visitor_reached_rate,role_visitor_count,role_faculty_reached_rate,role_faculty_count,shelter_reassignments,shelter_capacity_enabled,interaction_density_enabled,persona_it_staff_reached_rate,persona_it_staff_count,drqn_unreached_debug
enterprise_blizzard_extreme,20260237,round_robin,600,55,4,555.5485,1.0,0.0727,555.5485,,,0.0,0.0,0.0,1859112777->6677331620:14;6677331620->1859112777:13;11383014072->83631086:6;83631086->11383004564:4;11383004564->11383004568:4;11383004568->11383014072:3;7252947409->7157724544:3;7157724544->7256597640:3;7256597640->7157724539:3;7157724539->7256597645:3,0.0,4,0.2727,11,0.0,5,,,0.0,1,0.2,5,0.0,3,,,,,0.0,2,0.0,7,,,0.0,4,0.0,1,0.0,1,0.0,4,0.0,2,0.0,1,0.0,1,0.1111,36,0.0,11,0.0,3,0.0,5,0,False,False,0.0,3,
enterprise_blizzard_extreme,20260238,round_robin,600,55,0,31.8713,1.0,0.0,31.8713,,,0.0,0.0,0.0,10550594570->10550594572:1;8118847292->8118847289:1;4668463669->504886729:1;11280644411->11280644410:1;8118847289->8118847292:1;2032007175->1530428895:1;10550594572->10550594575:1;10550594575->10550594576:1,0.0,2,0.0,7,0.0,1,,,0.0,2,0.0,5,0.0,3,0.0,3,0.0,3,0.0,2,0.0,6,,,0.0,13,0.0,3,,,0.0,1,0.0,2,0.0,2,,,0.0,37,0.0,8,0.0,2,0.0,8,0,False,False,,,
enterprise_blizzard_extreme,20260239,round_robin,600,55,0,18.0251,1.0,0.0,18.0251,,,0.0,0.0,0.0,375499048->375499070:2,,,0.0,16,0.0,2,0.0,3,0.0,2,0.0,5,0.0,1,0.0,4,0.0,3,0.0,4,0.0,5,,,0.0,6,,,,,0.0,3,,,0.0,1,,,0.0,37,0.0,11,0.0,2,0.0,5,0,False,False,,,
enterprise_blizzard_extreme,20260240,round_robin,600,55,0,24.9346,1.0,0.0,24.9346,,,0.0,0.0,0.0,1529819318->1529819343:1;10550594436->10550594435:1;6983069904->1530225958:1;83551015->83594555:1;1530225890->6448823287:1;1530414013->1530414020:1;1527763521->9739891829:1;1520496415->1520496406:1;83594555->83520513:1;6617367109->6617367108:1,0.0,2,0.0,8,0.0,2,0.0,1,,,0.0,6,0.0,7,0.0,5,0.0,1,0.0,4,0.0,5,,,0.0,7,,,0.0,1,0.0,1,0.0,1,0.0,2,,,0.0,31,0.0,10,0.0,1,0.0,13,0,False,False,0.0,2,
enterprise_blizzard_extreme,20260241,round_robin,600,55,0,10.3072,1.0,0.0,10.3072,,,0.0,0.0,0.0,10215084867->10215084898:1;83574273->83574275:1;7256597638->7256597637:1,,,0.0,11,0.0,1,0.0,2,,,0.0,6,0.0,2,0.0,4,0.0,1,0.0,1,0.0,10,,,0.0,6,0.0,1,0.0,2,0.0,4,0.0,1,,,0.0,1,0.0,35,0.0,10,0.0,3,0.0,7,0,False,False,0.0,2,
enterprise_blizzard_extreme,20260242,round_robin,600,55,1,7.8387,1.0,0.0182,7.8387,,,0.0,0.0667,-0.0667,83558953->389043949:1,0.0,1,0.0,10,,,0.0,3,,,0.0,1,0.0,5,0.0,2,0.0,2,0.2,5,0.0,3,,,0.0,11,0.0,3,,,0.0,2,0.0,2,0.0,2,0.0,3,0.0,28,0.0667,15,0.0,3,0.0,9,0,False,False,,,
enterprise_blizzard_extreme,20260243,round_robin,600,55,0,19.5039,1.0,0.0,19.5039,,,0.0,0.0,0.0,12394873119->12394873109:1;2026718690->2026718693:1;1525441450->1525435943:1;1525462048->1525462051:1;2026718693->6658251933:1,0.0,2,0.0,6,0.0,1,0.0,1,0.0,2,0.0,2,0.0,5,0.0,4,0.0,2,0.0,6,0.0,6,,,0.0,7,0.0,2,,,0.0,1,0.0,2,0.0,1,0.0,1,0.0,26,0.0,15,0.0,3,0.0,11,0,False,False,0.0,4,
enterprise_blizzard_extreme,20260244,round_robin,600,55,8,525.7346,1.0,0.1455,525.7346,,,0.0,0.0833,-0.0833,83561764->1460665007:13;1460665007->83561764:13;5808043281->5808043282:7;5808043282->5808043281:6;11428442638->11548067575:5;11548067575->11428442638:5;83662412->359405417:5;11404640128->384769998:4;1525461646->1525461643:4;1525461643->1658558235:4,0.0,2,0.3333,15,0.5,2,0.0,3,,,0.0,1,0.0,2,0.0,2,,,0.25,4,0.0,11,,,0.0,6,,,1.0,1,0.0,1,0.0,1,0.0,2,,,0.1622,37,0.0833,12,1.0,1,0.0,5,0,False,False,0.0,2,
enterprise_blizzard_extreme,20260245,round_robin,600,55,0,43.6961,1.0,0.0,43.6961,,,0.0,0.0,0.0,7157724492->7157724490:1;83527402->83555624:1;5901281818->384753722:1;11965860197->4016533094:1;83690226->9033512314:1;384769754->1859112777:1;384753722->1520496367:1;1859112777->83631107:1;10554949208->10554949207:1;1520496367->1527763449:1,,,0.0,11,0.0,2,0.0,5,,,0.0,2,0.0,2,0.0,5,0.0,2,0.0,7,0.0,6,,,0.0,7,0.0,1,,,0.0,1,0.0,1,,,,,0.0,30,0.0,17,,,0.0,8,0,False,False,0.0,3,
enterprise_blizzard_extreme,20260246,round_robin,600,55,0,28.9118,1.0,0.0,28.9118,,,0.0,0.0,0.0,375499060->375499048:1;10220116666->10220116665:1;375500188->12342784360:1;8119358121->83547952:1;8893445275->1478297481:1;10215084906->10215084915:1;1529819224->1529819262:1;83541013->83574275:1;83690200->9033512314:1;375499048->375499070:1,0.0,3,0.0,10,0.0,1,0.0,3,0.0,3,0.0,6,0.0,1,0.0,8,0.0,1,0.0,4,0.0,2,,,0.0,7,0.0,1,,,0.0,2,0.0,1,0.0,2,,,0.0,30,0.0,12,0.0,3,0.0,10,0,False,False,,,
enterprise_blizzard_extreme,20260227,nearest,600,55,1,48.6161,1.0,0.0182,48.6161,,,0.0,0.0,0.0,1832170542->1832170543:2;1832170543->1832170542:2;10213549225->10213549220:2;6240395058->10213549225:1;12053725114->12053725085:1;12507265501->12507229797:1;375499108->375499060:1;3225946497->1519096937:1;1218569178->4946474611:1;1529819318->1529819343:1,0.0,1,0.0,7,0.0,3,0.0,3,0.0,1,0.0,5,0.0,3,0.0,3,0.5,2,0.0,5,0.0,7,0.0,1,0.0,4,0.0,3,0.0,1,0.0,2,0.0,2,0.0,1,0.0,1,0.0345,29,0.0,14,0.0,4,0.0,8,0,False,False,,,
enterprise_blizzard_extreme,20260228,nearest,600,55,1,32.137,1.0,0.0182,32.137,,,0.0,0.0769,-0.0769,10125220321->10125220312:2;13368686572->13368686597:1;1478297367->1478297373:1;11383004568->11383014089:1;10125220312->10125220321:1;13368686597->13368686573:1;10200584552->10200584551:1;12954684800->7013708804:1;10200584551->1529819106:1;10565223847->11812718469:1,0.0,3,0.0,9,,,0.5,2,,,0.0,5,0.0,1,0.0,5,0.0,3,0.0,4,0.0,6,,,0.0,5,0.0,1,,,0.0,1,0.0,4,0.0,4,0.0,1,0.0,31,0.0769,13,0.0,1,0.0,10,0,False,False,0.0,1,
enterprise_blizzard_extreme,20260229,nearest,600,55,0,33.9245,1.0,0.0,33.9245,,,0.0,0.0,0.0,12499016766->6489536791:2;11403450171->8968966703:1;8119358268->12499016766:1;10566490492->10566490493:1;359405417->83662412:1;6489536791->12499016766:1;13255088023->13255088027:1;8118847074->83550226:1;6677331620->1859112777:1;13255088027->13255088023:1,0.0,1,0.0,10,0.0,1,0.0,2,0.0,1,0.0,1,0.0,5,0.0,3,,,0.0,3,0.0,8,,,0.0,12,,,0.0,1,0.0,2,0.0,1,0.0,1,,,0.0,33,0.0,11,0.0,2,0.0,9,0,False,False,0.0,3,
enterprise_blizzard_extreme,20260230,nearest,600,55,1,17.7848,1.0,0.0182,17.7848,,,0.0,0.0833,-0.0833,11548117348->11548117347:1;10276852271->10276852263:1;359414083->83643960:1;13199976131->4374241287:1;8072761012->1218569361:1;375499048->375499070:1;1218569361->1218569143:1,0.0,3,0.0,7,0.0,2,0.0,3,0.0,2,0.0,4,0.0,4,0.0,6,0.0,1,0.0,2,0.0,10,,,0.0,3,,,,,,,0.0,1,0.0,3,,,0.0,30,0.0833,12,0.0,2,0.0,11,0,False,False,0.25,4,
enterprise_blizzard_extreme,20260231,nearest,600,55,0,64.1671,1.0,0.0,64.1671,,,0.0,0.0,0.0,1520496367->1527763449:2;11383004568->11383014072:2;11383014072->83631086:2;83631107->389042395:1;504886732->370753080:1;13255088294->13255088289:1;10566580567->13276899743:1;7289897501->11552825220:1;4498840816->4498840832:1;10550594576->10550594575:1,0.0,1,0.0,8,0.0,1,,,0.0,1,0.0,4,0.0,6,0.0,6,0.0,3,0.0,3,0.0,6,0.0,1,0.0,8,0.0,2,0.0,1,,,0.0,1,0.0,1,0.0,2,0.0,31,0.0,6,0.0,5,0.0,13,0,False,False,,,
enterprise_blizzard_extreme,20260232,nearest,600,55,0,41.282,1.0,0.0,41.282,,,0.0,0.0,0.0,7290039950->7290039948:2;7290039948->7290039950:1;83531876->389006042:1;11004964052->11004964053:1;10218118504->1525539679:1;7290039948->7256597648:1;4119764204->10200584612:1;384769754->1859112777:1;11383004568->11383014072:1;11383014072->83631086:1,0.0,1,0.0,9,0.0,4,,,0.0,1,0.0,1,0.0,2,0.0,8,0.0,3,0.0,6,0.0,8,0.0,2,0.0,5,0.0,3,,,0.0,1,0.0,1,,,,,0.0,31,0.0,10,0.0,3,0.0,11,0,False,False,,,
enterprise_blizzard_extreme,20260233,nearest,600,55,2,5.9777,1.0,0.0364,5.9777,,,0.0769,0.0,0.0769,,0.0,1,0.0556,18,0.0,1,,,0.0,2,0.0,2,0.0,5,0.1667,6,0.0,3,,,0.0,4,,,0.0,6,0.0,1,,,,,0.0,2,0.0,1,,,0.0286,35,0.0,5,0.0,2,0.0769,13,0,False,False,0.0,3,
enterprise_blizzard_extreme,20260234,nearest,600,55,0,5.6025,1.0,0.0,5.6025,,,0.0,0.0,0.0,,0.0,2,0.0,7,0.0,2,0.0,3,0.0,2,0.0,1,0.0,2,0.0,5,,,0.0,5,0.0,6,,,0.0,9,0.0,4,,,0.0,2,0.0,2,0.0,2,0.0,1,0.0,27,0.0,16,0.0,3,0.0,9,0,False,False,,,
enterprise_blizzard_extreme,20260235,nearest,600,55,1,16.6854,1.0,0.0182,16.6854,,,0.0,0.0714,-0.0714,10218118437->10218118436:1;384753722->1520496367:1;83516871->1524306601:1;6296618609->6296618618:1;11522077155->11522077156:1;10215084891->10215084889:1,0.0,1,0.0,11,,,0.0,1,,,0.0,5,0.0,3,0.0,5,0.0,3,0.1667,6,0.0,7,0.0,1,0.0,5,,,,,0.0,1,,,0.0,4,,,0.0,32,0.0714,14,0.0,1,0.0,8,0,False,False,0.0,2,
enterprise_blizzard_extreme,20260236,nearest,600,55,13,498.0039,1.0,0.2364,498.0039,,,0.0,0.0909,-0.0909,5271377472->8118847169:6;8118847169->5271377472:5;9448535777->1218569167:4;1218569167->9448535778:4;9448535778->1218569149:4;83599610->83690226:4;83690226->9033512314:4;9033512314->1585057903:4;11963951766->11963951767:4;83583408->83641492:3,,,0.6923,13,0.5,2,0.0,3,0.0,1,0.0,3,0.0,1,0.0,3,0.0,3,0.1667,6,0.0,10,,,0.1667,6,0.0,1,1.0,1,,,,,0.0,1,0.0,1,0.2973,37,0.0909,11,0.3333,3,0.0,4,0,False,False,,,
enterprise_blizzard_extreme,20260237,nearest,600,55,0,43.7611,1.0,0.0,43.7611,,,0.0,0.0,0.0,11383014089->11812718884:1;11812718884->11383014084:1;10200387258->10200387256:1;11383014072->83631086:1;83631086->11383004564:1;11383004564->11383004568:1;1529819318->1529819343:1;11383014084->11811063447:1;384753722->1520496352:1;7673087154->389016214:1,0.0,4,0.0,11,0.0,5,,,0.0,1,0.0,5,0.0,3,,,,,0.0,2,0.0,7,,,0.0,4,0.0,1,0.0,1,0.0,4,0.0,2,0.0,1,0.0,1,0.0,36,0.0,11,0.0,3,0.0,5,0,False,False,0.0,3,
enterprise_blizzard_extreme,20260238,nearest,600,55,0,16.7018,1.0,0.0,16.7018,,,0.0,0.0,0.0,10550594570->10550594572:1;4668463669->504886729:1;11280644411->11280644410:1,0.0,2,0.0,7,0.0,1,,,0.0,2,0.0,5,0.0,3,0.0,3,0.0,3,0.0,2,0.0,6,,,0.0,13,0.0,3,,,0.0,1,0.0,2,0.0,2,,,0.0,37,0.0,8,0.0,2,0.0,8,0,False,False,,,
enterprise_blizzard_extreme,20260239,nearest,600,55,0,18.0068,1.0,0.0,18.0068,,,0.0,0.0,0.0,375499048->375499070:2;8072761015->8072761012:1,,,0.0,16,0.0,2,0.0,3,0.0,2,0.0,5,0.0,1,0.0,4,0.0,3,0.0,4,0.0,5,,,0.0,6,,,,,0.0,3,,,0.0,1,,,0.0,37,0.0,11,0.0,2,0.0,5,0,False,False,,,
enterprise_blizzard_extreme,20260240,nearest,600,55,0,24.9361,1.0,0.0,24.9361,,,0.0,0.0,0.0,1529819318->1529819343:1;10550594436->10550594435:1;6983069904->1530225958:1;83551015->83594555:1;1530225890->6448823287:1;1530414013->1530414020:1;1527763521->9739891829:1;1520496415->1520496406:1;83594555->83520513:1;6617367109->6617367108:1,0.0,2,0.0,8,0.0,2,0.0,1,,,0.0,6,0.0,7,0.0,5,0.0,1,0.0,4,0.0,5,,,0.0,7,,,0.0,1,0.0,1,0.0,1,0.0,2,,,0.0,31,0.0,10,0.0,1,0.0,13,0,False,False,0.0,2,
enterprise_blizzard_extreme,20260241,nearest,600,55,0,10.3072,1.0,0.0,10.3072,,,0.0,0.0,0.0,10215084867->10215084898:1;83574273->83574275:1;7256597638->7256597637:1,,,0.0,11,0.0,1,0.0,2,,,0.0,6,0.0,2,0.0,4,0.0,1,0.0,1,0.0,10,,,0.0,6,0.0,1,0.0,2,0.0,4,0.0,1,,,0.0,1,0.0,35,0.0,10,0.0,3,0.0,7,0,False,False,0.0,2,
enterprise_blizzard_extreme,20260242,nearest,600,55,1,7.9443,1.0,0.0182,7.9443,,,0.0,0.0667,-0.0667,83558953->389043949:1,0.0,1,0.0,10,,,0.0,3,,,0.0,1,0.0,5,0.0,2,0.0,2,0.2,5,0.0,3,,,0.0,11,0.0,3,,,0.0,2,0.0,2,0.0,2,0.0,3,0.0,28,0.0667,15,0.0,3,0.0,9,0,False,False,,,
enterprise_blizzard_extreme,20260243,nearest,600,55,0,66.2608,1.0,0.0,66.2608,,,0.0,0.0,0.0,12394873119->12394873109:4;12394873109->12394873119:3;2026718690->2026718693:2;1525441450->1525435943:2;2026718693->2026718690:2;1525462048->1525462051:1;7011373330->7252947442:1;10125220350->10125220357:1;7252947442->7255587396:1;1525435943->1525441450:1,0.0,2,0.0,6,0.0,1,0.0,1,0.0,2,0.0,2,0.0,5,0.0,4,0.0,2,0.0,6,0.0,6,,,0.0,7,0.0,2,,,0.0,1,0.0,2,0.0,1,0.0,1,0.0,26,0.0,15,0.0,3,0.0,11,0,False,False,0.0,4,
enterprise_blizzard_extreme,20260244,nearest,600,55,1,27.1001,1.0,0.0182,27.1001,,,0.0,0.0833,-0.0833,1527763448->5901281817:1;5271377429->8118847283:1;7290039964->7157724578:1;11428442638->11548067575:1;5901281817->1832170468:1;11548067575->11428442638:1;83561764->1460665007:1;3620750337->5691979581:1,0.0,2,0.0,15,0.0,2,0.0,3,,,0.0,1,0.0,2,0.0,2,,,0.25,4,0.0,11,,,0.0,6,,,0.0,1,0.0,1,0.0,1,0.0,2,,,0.0,37,0.0833,12,0.0,1,0.0,5,0,False,False,0.0,2,
enterprise_blizzard_extreme,20260245,nearest,600,55,0,30.758,1.0,0.0,30.758,,,0.0,0.0,0.0,7157724492->7157724490:1;83527402->83555624:1;11897468713->7252947953:1;384769754->1859112777:1;1859112777->83631107:1;11965860197->4016533094:1;8118847286->5271377938:1;3531672561->7289897523:1;2026701056->2026701044:1,,,0.0,11,0.0,2,0.0,5,,,0.0,2,0.0,2,0.0,5,0.0,2,0.0,7,0.0,6,,,0.0,7,0.0,1,,,0.0,1,0.0,1,,,,,0.0,30,0.0,17,,,0.0,8,0,False,False,0.0,3,
enterprise_blizzard_extreme,20260246,nearest,600,55,0,28.8913,1.0,0.0,28.8913,,,0.0,0.0,0.0,375499060->375499048:1;10220116666->10220116665:1;375500188->12342784360:1;8119358121->83547952:1;8893445275->1478297481:1;10215084906->10215084915:1;1529819224->1529819262:1;83541013->83574275:1;83690200->9033512314:1;375499048->375499070:1,0.0,3,0.0,10,0.0,1,0.0,3,0.0,3,0.0,6,0.0,1,0.0,8,0.0,1,0.0,4,0.0,2,,,0.0,7,0.0,1,,,0.0,2,0.0,1,0.0,2,,,0.0,30,0.0,12,0.0,3,0.0,10,0,False,False,,,
