scenario,seed,policy,step_limit,final_alive,final_reached,final_avg_exposure,alive_rate,reached_rate,avg_exposure_total,t90_step,t95_step,faculty_reached_rate,staff_reached_rate,reach_rate_gap,top_bottlenecks,persona_part_time_student_reached_rate,persona_part_time_student_count,persona_young_student_reached_rate,persona_young_student_count,persona_student_with_anxiety_reached_rate,persona_student_with_anxiety_count,persona_facilities_staff_reached_rate,persona_facilities_staff_count,persona_visitor_reached_rate,persona_visitor_count,persona_international_student_reached_rate,persona_international_student_count,persona_junior_faculty_reached_rate,persona_junior_faculty_count,persona_senior_faculty_reached_rate,persona_senior_faculty_count,persona_student_athlete_reached_rate,persona_student_athlete_count,persona_it_staff_reached_rate,persona_it_staff_count,persona_staff_admin_reached_rate,persona_staff_admin_count,persona_mobility_impaired_reached_rate,persona_mobility_impaired_count,persona_research_scientist_reached_rate,persona_research_scientist_count,persona_conference_attendee_reached_rate,persona_conference_attendee_count,persona_freshman_student_reached_rate,persona_freshman_student_count,persona_campus_security_reached_rate,persona_campus_security_count,persona_healthcare_staff_reached_rate,persona_healthcare_staff_count,persona_graduate_student_reached_rate,persona_graduate_student_count,persona_adjunct_instructor_reached_rate,persona_adjunct_instructor_count,role_student_reached_rate,role_student_count,role_staff_reached_rate,role_staff_count,role_visitor_reached_rate,role_visitor_count,role_faculty_reached_rate,role_faculty_count,shelter_reassignments,shelter_capacity_enabled,interaction_density_enabled,persona_prospective_student_with_parent_reached_rate,persona_prospective_student_with_parent_count,drqn_unreached_debug
enterprise_blizzard_severe,20260237,round_robin,600,55,0,10.8657,1.0,0.0,10.8657,,,0.0,0.0,0.0,6983069904->1530225958:1,0.0,2,0.0,10,0.0,6,,,0.0,2,0.0,4,0.0,5,0.0,1,,,0.0,3,0.0,2,,,0.0,5,,,0.0,5,,,,,0.0,7,0.0,2,0.0,34,0.0,10,0.0,3,0.0,8,0,False,False,0.0,1,
enterprise_blizzard_severe,20260238,round_robin,600,55,7,544.1795,1.0,0.1273,544.1795,,,0.0,0.0,0.0,83561764->1460665007:14;4498840819->4498840815:14;1460665007->83561764:14;4498840815->4498840819:14;11428442638->11548067575:12;11548067575->11428442638:11;1520496367->1527763449:10;10206561234->2032079412:8;1218569167->9448535778:8;9448535778->1218569149:8,0.0,1,0.2222,9,0.0,1,0.0,3,1.0,1,0.4,5,0.0,3,0.0,4,0.0,5,0.0,1,0.0,3,,,0.0,1,,,0.2,5,,,0.0,3,0.0,6,0.0,3,0.1562,32,0.0,11,1.0,2,0.0,10,0,False,False,1.0,1,
enterprise_blizzard_severe,20260239,round_robin,600,55,0,40.7676,1.0,0.0,40.7676,,,0.0,0.0,0.0,6704018608->7070231414:2;8118847240->8118847243:1;1530206782->10213504914:1;10269967951->1529819295:1;1505520762->8613429287:1;7070231414->6704018608:1;8613429287->1505520762:1;8118847243->8118847242:1;1529819295->1529819262:1;7245459879->7245459884:1,,,0.0,12,0.0,3,0.0,2,0.0,2,0.0,3,0.0,2,0.0,3,0.0,4,,,0.0,4,,,0.0,2,0.0,1,0.0,9,,,0.0,2,0.0,6,,,0.0,37,0.0,10,0.0,3,0.0,5,0,False,False,,,
enterprise_blizzard_severe,20260240,round_robin,600,55,0,75.8012,1.0,0.0,75.8012,,,0.0,0.0,0.0,1528501523->4119764226:3;12342784352->12342784355:2;12342784355->12342784360:2;4119764226->1528501523:2;11839484194->12342784367:1;3531672555->7252947942:1;359414083->83643960:1;1467755650->1467755645:1;5253284502->13320309685:1;12342784367->375500086:1,0.0,3,0.0,6,0.0,3,,,0.0,1,0.0,4,0.0,4,0.0,5,0.0,2,0.0,2,0.0,3,0.0,1,0.0,2,,,0.0,6,,,0.0,2,0.0,10,0.0,1,0.0,34,0.0,9,0.0,2,0.0,10,0,False,False,,,
enterprise_blizzard_severe,20260241,round_robin,600,55,0,45.2879,1.0,0.0,45.2879,,,0.0,0.0,0.0,11839484194->12342784367:1;83602132->8119358208:1;8118847451->6501386090:1;1485341629->83607791:1;1527763521->83663005:1;12342784367->375500086:1;83641488->375500188:1;12507265554->12507265545:1;12601727787->12601727785:1;375500188->12342784360:1,,,0.0,10,0.0,2,0.0,3,,,0.0,6,0.0,1,0.0,3,0.0,2,0.0,3,0.0,3,0.0,1,0.0,3,0.0,1,0.0,8,,,0.0,1,0.0,5,0.0,2,0.0,33,0.0,13,0.0,3,0.0,6,0,False,False,0.0,1,
enterprise_blizzard_severe,20260242,round_robin,600,55,0,55.6727,1.0,0.0,55.6727,,,0.0,0.0,0.0,12507265510->12507265509:5;12507265509->12507265510:5;11969545011->7011042716:1;10200387258->10200387256:1;10216185953->10216185952:1;6501386090->8118847446:1;7245459879->7245459884:1;10550594442->10550594441:1;10216185952->10216185950:1;8118847446->8118847451:1,0.0,1,0.0,9,0.0,1,0.0,2,,,0.0,3,0.0,4,0.0,2,0.0,4,,,0.0,4,0.0,1,0.0,2,0.0,1,0.0,10,0.0,3,0.0,2,0.0,2,0.0,3,0.0,30,0.0,13,0.0,3,0.0,9,0,False,False,0.0,1,
enterprise_blizzard_severe,20260243,round_robin,600,55,0,6.0918,1.0,0.0,6.0918,,,0.0,0.0,0.0,,0.0,2,0.0,6,,,,,0.0,2,0.0,1,0.0,6,0.0,3,0.0,2,0.0,3,0.0,3,,,0.0,1,0.0,2,0.0,11,0.0,2,0.0,1,0.0,7,0.0,3,0.0,29,0.0,10,0.0,4,0.0,12,0,False,False,,,
enterprise_blizzard_severe,20260244,round_robin,600,55,0,49.4182,1.0,0.0,49.4182,,,0.0,0.0,0.0,6983069904->1530225958:1;8496637477->8496637478:1;1529819243->1529819207:1;12342784367->12342784352:1;384811490->6091460268:1;12342784352->12342784355:1;83693879->83555624:1;8496637478->8496637479:1;9739875458->9739875459:1;10215084919->10215084916:1,0.0,1,0.0,16,0.0,2,0.0,2,,,0.0,1,0.0,2,0.0,2,0.0,1,0.0,3,0.0,5,,,0.0,1,,,0.0,8,,,0.0,2,0.0,9,,,0.0,38,0.0,13,,,0.0,4,0,False,False,,,
enterprise_blizzard_severe,20260245,round_robin,600,55,0,40.4034,1.0,0.0,40.4034,,,0.0,0.0,0.0,11383014072->83631086:1;6821837419->11412881620:1;1218569167->9448535778:1;12954702531->11403450186:1;9448535778->1218569149:1;11403450186->12954702527:1;8118847077->8118847074:1;1218569149->9448535777:1;7256597637->7256597636:1;1218569178->4946474611:1,0.0,1,0.0,14,0.0,3,0.0,2,,,0.0,6,0.0,4,,,0.0,4,,,0.0,2,,,,,0.0,2,0.0,7,,,0.0,2,0.0,6,0.0,2,0.0,41,0.0,6,0.0,2,0.0,6,0,False,False,,,
enterprise_blizzard_severe,20260246,round_robin,600,55,0,67.4934,1.0,0.0,67.4934,,,0.0,0.0,0.0,8118847157->8118847248:2;10557315385->10557315389:2;8118847248->8118847157:2;1467764547->1525435896:1;10557315377->10557315385:1;8118847132->8118847140:1;1520496367->1527763449:1;1527763449->1527763448:1;1527763448->5901281817:1;7157724608->7157724721:1,0.0,4,0.0,13,0.0,2,0.0,2,0.0,1,0.0,2,0.0,3,0.0,4,0.0,1,,,0.0,3,,,0.0,2,0.0,1,0.0,7,0.0,3,0.0,1,0.0,5,0.0,1,0.0,34,0.0,11,0.0,2,0.0,8,0,False,False,,,
enterprise_blizzard_severe,20260227,nearest,600,55,1,17.9536,1.0,0.0182,17.9536,,,0.0,0.0833,-0.0833,6548018098->6676944196:2;5901281818->384753722:1;6676944196->6548018098:1;11963678444->11963678445:1;3531672554->7252947958:1;384753722->1520496367:1,0.0,2,0.0,6,0.0,3,0.0,4,0.0,1,0.0,7,0.0,2,0.0,6,0.0,4,0.0,1,0.0,2,0.0,1,1.0,1,0.0,3,0.0,6,0.0,2,0.0,2,0.0,1,0.0,1,0.0,29,0.0833,12,0.0,5,0.0,9,0,False,False,,,
enterprise_blizzard_severe,20260228,nearest,600,55,0,6.1778,1.0,0.0,6.1778,,,0.0,0.0,0.0,,0.0,1,0.0,10,0.0,2,0.0,2,,,0.0,7,,,0.0,5,0.0,2,0.0,1,0.0,3,,,0.0,1,0.0,1,0.0,6,0.0,1,0.0,3,0.0,6,0.0,4,0.0,34,0.0,11,0.0,1,0.0,9,0,False,False,,,
enterprise_blizzard_severe,20260229,nearest,600,55,0,12.9915,1.0,0.0,12.9915,,,0.0,0.0,0.0,12954702502->12954702510:1,0.0,1,0.0,7,0.0,3,0.0,2,0.0,2,0.0,1,0.0,3,0.0,7,0.0,1,0.0,3,0.0,2,,,0.0,2,0.0,1,0.0,9,0.0,1,,,0.0,7,0.0,1,0.0,29,0.0,10,0.0,5,0.0,11,0,False,False,0.0,2,
enterprise_blizzard_severe,20260230,nearest,600,55,0,40.2756,1.0,0.0,40.2756,,,0.0,0.0,0.0,6296618615->6296618618:3;1400445717->12099873432:2;6296618618->6296618615:2;12099873432->1400445717:2;4950056224->1400581570:1;11548117348->11548117347:1;7245480017->7245480025:1;83660805->83634249:1;5808043281->5808043282:1;5808043282->5808043281:1,0.0,3,0.0,7,0.0,2,0.0,3,0.0,1,0.0,1,0.0,3,0.0,6,0.0,1,0.0,4,0.0,2,,,,,0.0,1,0.0,6,,,0.0,3,0.0,11,0.0,1,0.0,31,0.0,12,0.0,2,0.0,10,0,False,False,,,
enterprise_blizzard_severe,20260231,nearest,600,55,0,6.2883,1.0,0.0,6.2883,,,0.0,0.0,0.0,,0.0,1,0.0,6,0.0,2,0.0,2,0.0,2,0.0,4,0.0,5,0.0,4,0.0,3,,,0.0,2,0.0,2,,,0.0,2,0.0,7,0.0,1,0.0,2,0.0,8,0.0,1,0.0,31,0.0,7,0.0,7,0.0,10,0,False,False,0.0,1,
enterprise_blizzard_severe,20260232,nearest,600,55,1,49.3076,1.0,0.0182,49.3076,,,0.0,0.0,0.0,11548067575->11428442638:2;9377505137->10557315381:2;7466253349->8118847261:2;83520513->83594555:1;10557315381->9377505137:1;6501386090->8118847444:1;83594555->83520513:1;11428442638->11548067575:1;10125220341->10125220344:1;8118847261->7466253349:1,0.0,1,0.0,12,0.0,3,,,0.0,2,0.3333,3,0.0,2,0.0,5,0.0,3,0.0,2,0.0,2,0.0,1,0.0,1,0.0,1,0.0,7,0.0,1,0.0,1,0.0,6,0.0,2,0.0286,35,0.0,7,0.0,4,0.0,9,0,False,False,,,
enterprise_blizzard_severe,20260233,nearest,600,55,0,63.3065,1.0,0.0,63.3065,,,0.0,0.0,0.0,6677331642->11548117359:3;11548117359->6677331642:3;384765307->83512191:2;509912240->370753080:2;13199976131->4374241287:1;5798161560->10200584576:1;12563424114->12563424115:1;10200584576->5798161560:1;83512191->384765307:1;5901281817->5901281818:1,0.0,1,0.0,13,0.0,3,,,0.0,1,0.0,1,0.0,3,0.0,6,0.0,3,0.0,3,0.0,3,,,,,,,0.0,8,,,0.0,1,0.0,6,0.0,3,0.0,35,0.0,7,0.0,1,0.0,12,0,False,False,,,
enterprise_blizzard_severe,20260234,nearest,600,55,0,36.0327,1.0,0.0,36.0327,,,0.0,0.0,0.0,12507265501->12507229797:2;1526930861->4937830298:1;8118847451->6496723770:1;1529792857->8073164096:1;10550594431->10550594437:1;6547997471->6547997470:1;12507229797->12507265501:1;11963951764->11963951757:1;12342784360->12342784361:1,0.0,2,0.0,8,0.0,4,0.0,4,0.0,1,,,0.0,2,0.0,5,0.0,3,,,0.0,3,,,0.0,3,0.0,2,0.0,6,0.0,3,0.0,2,0.0,7,,,0.0,30,0.0,15,0.0,3,0.0,7,0,False,False,,,
enterprise_blizzard_severe,20260235,nearest,600,55,0,6.355,1.0,0.0,6.355,,,0.0,0.0,0.0,,0.0,3,0.0,9,0.0,3,,,,,0.0,4,0.0,2,0.0,4,0.0,2,0.0,2,0.0,2,0.0,2,0.0,3,,,0.0,8,0.0,1,0.0,2,0.0,7,0.0,1,0.0,36,0.0,10,0.0,2,0.0,7,0,False,False,,,
enterprise_blizzard_severe,20260236,nearest,600,55,10,518.499,1.0,0.1818,518.499,,,0.0,0.0588,-0.0588,8496637478->8496637477:4;1818360082->5297802776:4;8118847155->9448536887:4;11632214137->12507265559:4;12507265559->11632214137:4;7252947990->11429570263:3;11383004568->11383014072:3;11383014072->83631086:3;10213549225->10213549220:3;5297802776->1818360082:3,0.0,1,0.4286,7,0.0,1,0.2,5,0.0,1,0.4,5,0.0,2,0.0,1,0.0,3,0.0,1,0.0,7,,,0.0,1,0.0,1,0.5,8,0.0,2,0.0,1,0.0,8,,,0.2727,33,0.0588,17,0.0,2,0.0,3,0,False,False,,,
enterprise_blizzard_severe,20260237,nearest,600,55,1,9.8316,1.0,0.0182,9.8316,,,0.125,0.0,0.125,6983069904->1530225958:1,0.0,2,0.0,10,0.0,6,,,0.0,2,0.0,4,0.0,5,1.0,1,,,0.0,3,0.0,2,,,0.0,5,,,0.0,5,,,,,0.0,7,0.0,2,0.0,34,0.0,10,0.0,3,0.125,8,0,False,False,0.0,1,
enterprise_blizzard_severe,20260238,nearest,600,55,1,22.3432,1.0,0.0182,22.3432,,,0.0,0.0909,-0.0909,83561764->1460665007:1;83546599->1478297373:1;5271378061->10905690941:1;10269991758->1529819343:1;4498840819->4498840815:1;10206561234->10206561238:1;10206561238->1519095241:1,0.0,1,0.0,9,0.0,1,0.0,3,0.0,1,0.0,5,0.0,3,0.0,4,0.0,5,0.0,1,0.3333,3,,,0.0,1,,,0.0,5,,,0.0,3,0.0,6,0.0,3,0.0,32,0.0909,11,0.0,2,0.0,10,0,False,False,0.0,1,
enterprise_blizzard_severe,20260239,nearest,600,55,11,526.8558,1.0,0.2,526.8558,,,0.0,0.0,0.0,6704018608->7070231414:15;7070231414->6704018608:13;7245459879->7245459884:5;1505520762->8613429287:4;8613429287->1505520762:4;1527763521->9739891829:3;10200584576->10200584565:3;8118847245->7148335462:3;6501386090->4374241267:3;11404640128->384769998:3,,,0.4167,12,0.3333,3,0.0,2,0.5,2,0.0,3,0.0,2,0.0,3,0.0,4,,,0.0,4,,,0.0,2,0.0,1,0.4444,9,,,0.0,2,0.0,6,,,0.2703,37,0.0,10,0.3333,3,0.0,5,0,False,False,,,
enterprise_blizzard_severe,20260240,nearest,600,55,0,75.8715,1.0,0.0,75.8715,,,0.0,0.0,0.0,1528501523->4119764226:3;12342784352->12342784355:2;12342784355->12342784360:2;4119764226->1528501523:2;11839484194->12342784367:1;3531672555->7252947942:1;359414083->83643960:1;1467755650->1467755645:1;5253284502->13320309685:1;12342784367->375500086:1,0.0,3,0.0,6,0.0,3,,,0.0,1,0.0,4,0.0,4,0.0,5,0.0,2,0.0,2,0.0,3,0.0,1,0.0,2,,,0.0,6,,,0.0,2,0.0,10,0.0,1,0.0,34,0.0,9,0.0,2,0.0,10,0,False,False,,,
enterprise_blizzard_severe,20260241,nearest,600,55,0,45.2903,1.0,0.0,45.2903,,,0.0,0.0,0.0,11839484194->12342784367:1;83602132->8119358208:1;8118847451->6501386090:1;1485341629->83607791:1;1527763521->83663005:1;12342784367->375500086:1;83641488->375500188:1;12507265554->12507265545:1;12601727787->12601727785:1;375500188->12342784360:1,,,0.0,10,0.0,2,0.0,3,,,0.0,6,0.0,1,0.0,3,0.0,2,0.0,3,0.0,3,0.0,1,0.0,3,0.0,1,0.0,8,,,0.0,1,0.0,5,0.0,2,0.0,33,0.0,13,0.0,3,0.0,6,0,False,False,0.0,1,
enterprise_blizzard_severe,20260242,nearest,600,55,0,55.6272,1.0,0.0,55.6272,,,0.0,0.0,0.0,12507265510->12507265509:5;12507265509->12507265510:5;11969545011->7011042716:1;10200387258->10200387256:1;10216185953->10216185952:1;6501386090->8118847446:1;7245459879->7245459884:1;10550594442->10550594441:1;10216185952->10216185950:1;8118847446->8118847451:1,0.0,1,0.0,9,0.0,1,0.0,2,,,0.0,3,0.0,4,0.0,2,0.0,4,,,0.0,4,0.0,1,0.0,2,0.0,1,0.0,10,0.0,3,0.0,2,0.0,2,0.0,3,0.0,30,0.0,13,0.0,3,0.0,9,0,False,False,0.0,1,
enterprise_blizzard_severe,20260243,nearest,600,55,0,6.057,1.0,0.0,6.057,,,0.0,0.0,0.0,,0.0,2,0.0,6,,,,,0.0,2,0.0,1,0.0,6,0.0,3,0.0,2,0.0,3,0.0,3,,,0.0,1,0.0,2,0.0,11,0.0,2,0.0,1,0.0,7,0.0,3,0.0,29,0.0,10,0.0,4,0.0,12,0,False,False,,,
enterprise_blizzard_severe,20260244,nearest,600,55,0,49.4325,1.0,0.0,49.4325,,,0.0,0.0,0.0,6983069904->1530225958:1;8496637477->8496637478:1;1529819243->1529819207:1;12342784367->12342784352:1;384811490->6091460268:1;12342784352->12342784355:1;83693879->83555624:1;8496637478->8496637479:1;9739875458->9739875459:1;10215084919->10215084916:1,0.0,1,0.0,16,0.0,2,0.0,2,,,0.0,1,0.0,2,0.0,2,0.0,1,0.0,3,0.0,5,,,0.0,1,,,0.0,8,,,0.0,2,0.0,9,,,0.0,38,0.0,13,,,0.0,4,0,False,False,,,
enterprise_blizzard_severe,20260245,nearest,600,55,0,40.373,1.0,0.0,40.373,,,0.0,0.0,0.0,11383014072->83631086:1;6821837419->11412881620:1;1218569167->9448535778:1;12954702531->11403450186:1;9448535778->1218569149:1;11403450186->12954702527:1;8118847077->8118847074:1;1218569149->9448535777:1;7256597637->7256597636:1;1218569178->4946474611:1,0.0,1,0.0,14,0.0,3,0.0,2,,,0.0,6,0.0,4,,,0.0,4,,,0.0,2,,,,,0.0,2,0.0,7,,,0.0,2,0.0,6,0.0,2,0.0,41,0.0,6,0.0,2,0.0,6,0,False,False,,,
enterprise_blizzard_severe,20260246,nearest,600,55,0,6.1977,1.0,0.0,6.1977,,,0.0,0.0,0.0,,0.0,4,0.0,13,0.0,2,0.0,2,0.0,1,0.0,2,0.0,3,0.0,4,0.0,1,,,0.0,3,,,0.0,2,0.0,1,0.0,7,0.0,3,0.0,1,0.0,5,0.0,1,0.0,34,0.0,11,0.0,2,0.0,8,0,False,False,,,
